#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-03-26T06:41:53 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-03-26T06:41:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-out.src=II/346/jsdc_v2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=II/346/jsdc_v2&-out=Dis&-out=Name&-out=SpType&-out=Bmag&-out=Vmag&Vmag=&lt;5.0&-out=Rmag&-out=Imag&-out=Jmag&-out=Hmag&-out=Kmag&-out=Lmag&-out=Mmag&-out=Nmag&-out=LDD&LDD=&gt;0.1&-out=e_LDD&-out=LDDCHI&-out=CalFlag&-out=UDDB&-out=UDDV&-out=UDDR&-out=UDDI&-out=UDDJ&-out=UDDH&-out=UDDK&-out=UDDL&-out=UDDM&-out=UDDN&-out=Simbad&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;20&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_2346
#Name: II/346
#Title: JMMC Stellar Diameters Catalogue - JSDC. Version 2 (Bourges+, 2017)
#INFO	ivoid=ivo://cds.vizier/ii/346	    IVOID of underlying data collection
#INFO	creator=Bourges L.	    First author or institution
#INFO	cites=bibcode:2014ASPC..485..223B	    Article or Data origin sources
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/346	    Dataset landing page
#INFO	publication_date=2017-05-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_346_jsdc_v2:
#Name: II/346/jsdc_v2
#Title: Stellar diameters catalogue, version 2
#Column	Dis	(I3)	indicates differences between JSDC V1 and V2	[ucd=meta.note]
#Column	Name	(a33)	Normalised star name (preferably HD)	[ucd=meta.id;meta.main]
#Column	SpType	(a20)	Spectral Type from Simbad	[ucd=src.spType]
#Column	Bmag	(F7.3)	? B magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F7.3)	? V magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F10.6)	? R magnitude (estimated)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F10.6)	? I magnitude (estimated)	[ucd=phot.mag;em.opt.I]
#Column	Jmag	(F7.3)	? J magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.3)	? H magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.3)	? K magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.K]
#Column	Lmag	(F7.3)	? L magnitude (Cat. II/311/wise W1mag)	[ucd=phot.mag;em.IR.3-4um]
#Column	Mmag	(F6.3)	? M magnitude (Cat. II/311/wise W2mag)	[ucd=phot.mag;em.IR.4-8um]
#Column	Nmag	(F10.6)	? N magnitude (Cat. II/311/wise W3mag)	[ucd=phot.mag;em.IR.8-15um]
#Column	LDD	(F9.6)	? Limb-Darkened Disk diameter	[ucd=phys.angSize]
#Column	e_LDD	(F9.6)	? Error on LDD (and all UDDs) (1)	[ucd=stat.error]
#Column	LDDCHI	(D12.5)	Chi2 of LDD fitting (2)	[ucd=stat.fit.chi2]
#Column	CalFlag	(I1)	[0/7] Confidence flags for using this star as a calibrator in Optical Interferometry experiments (3)	[ucd=meta.code]
#Column	UDDB	(F10.6)	? Uniform Disk Diameter in band B (4)	[ucd=phys.angSize;em.opt.B]
#Column	UDDV	(F10.6)	? Uniform Disk Diameter in band V (4)	[ucd=phys.angSize;em.opt.V]
#Column	UDDR	(F10.6)	? Uniform Disk Diameter in band R (4)	[ucd=phys.angSize;em.opt.R]
#Column	UDDI	(F10.6)	? Uniform Disk Diameter in band I (4)	[ucd=phys.angSize;em.opt.I]
#Column	UDDJ	(F10.6)	? Uniform Disk Diameter in band J (4)	[ucd=phys.angSize;em.IR.J]
#Column	UDDH	(F10.6)	? Uniform Disk Diameter in band H (4)	[ucd=phys.angSize;em.IR.H]
#Column	UDDK	(F10.6)	? Uniform Disk Diameter in band K (4)	[ucd=phys.angSize;em.IR.K]
#Column	UDDL	(F10.6)	? Uniform Disk Diameter in band L (4)	[ucd=phys.angSize;em.IR.3-4um]
#Column	UDDM	(F10.6)	? Uniform Disk Diameter in band M (4)	[ucd=phys.angSize;em.IR.4-8um]
#Column	UDDN	(F10.6)	? Uniform Disk Diameter in band N (4	[ucd=phys.angSize;em.IR.8-15um]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	RAJ2000	(A14)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A14)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
Dis	Name	SpType	Bmag	Vmag	Rmag	Imag	Jmag	Hmag	Kmag	Lmag	Mmag	Nmag	LDD	e_LDD	LDDCHI	CalFlag	UDDB	UDDV	UDDR	UDDI	UDDJ	UDDH	UDDK	UDDL	UDDM	UDDN	Simbad	RAJ2000	DEJ2000
  0	* alf Lyn                        	K7III               	  4.690	  3.140	  1.592301	  0.946818	  0.120	 -0.578	 -0.656	       	      	 -0.469000	 8.215815	 0.615644	 9.03090e-02	0	  7.640565	  7.735233	  7.790937	  7.883184	  8.002993	  8.002993	  8.050513	  8.111083	  8.133643	  8.161880	Simbad	09 21 03.30074	+34 23 33.2245
  0	* kap Leo                        	K2III               	  5.692	  4.470	  3.531445	  2.969338	  2.464	  1.765	  1.688	       	      	  1.679000	 2.372140	 0.209123	 3.14802e-02	0	  2.156434	  2.200615	  2.229925	  2.260186	  2.306010	  2.306010	  2.317261	  2.338351	  2.346962	  2.357130	Simbad	09 24 39.25874	+26 10 56.3650
  0	* h UMa                          	F0IV                	  4.010	  3.650	  3.147809	  3.287710	  3.222	  3.025	  2.864	       	      	  2.849000	 0.987432	 0.097101	 5.59089e-02	0	  0.923806	  0.936078	  0.945510	  0.955487	  0.969015	  0.969015	  0.971582	  0.978734	  0.980185	  0.983215	Simbad	09 31 31.70873	+63 03 42.7013
  0	* lam Leo                        	K4.5III             	  5.861	  4.320	  3.065860	  2.200305	  1.449	  0.610	  0.586	       	      	  0.511000	 4.463341	 0.402126	 7.30582e-02	0	  4.031533	  4.120369	  4.177893	  4.240366	  4.330613	  4.330613	  4.353930	  4.395732	  4.413451	  4.432724	Simbad	09 31 43.22754	+22 58 04.6904
  0	* tet UMa                        	F7V                 	  3.645	  3.170	  2.746228	  2.524645	  2.280	  2.079	  1.970	       	      	  2.025000	 1.653320	 0.158874	 3.44275e-03	4	  1.532123	  1.559057	  1.575451	  1.591673	  1.616773	  1.616773	  1.622590	  1.635638	  1.638804	  1.645172	Simbad	09 32 51.43390	+51 40 38.2811
  0	* d UMa                          	G9VFe-0.7           	  5.321	  4.540	  3.621705	  3.523060	  3.162	  2.735	  2.508	       	      	  2.602000	 1.439189	 0.116846	 5.94810e-02	0	  1.317691	  1.343419	  1.359753	  1.376039	  1.401975	  1.401975	  1.408110	  1.420376	  1.424824	  1.430771	Simbad	09 34 28.85999	+69 49 49.2312
  0	*  26 UMa                        	A0Vn                	  4.497	  4.470	  4.425295	  4.549500	  4.628	  4.487	  4.345	  4.297	 3.987	  4.352000	 0.404983	 0.028559	 1.86172e-01	0	  0.385343	  0.388188	  0.392118	  0.395127	  0.398083	  0.399755	  0.400538	  0.402572	  0.403168	  0.403797	Simbad	09 34 49.43259	+52 03 05.3165
  0	HR  3809                         	G9.5III             	  5.802	  4.810	  4.046759	  3.593814	  3.189	  2.724	  2.629	       	      	  2.514000	 1.448935	 0.120380	 3.44943e-03	0	  1.326113	  1.352021	  1.368589	  1.385067	  1.411296	  1.411296	  1.417518	  1.429882	  1.434413	  1.440414	Simbad	09 35 03.83001	+39 37 17.3727
  0	HD  81817                        	K3III+DA2.8         	  5.768	  4.280	  3.114549	  2.380198	  1.698	  0.890	  0.779	       	      	  1.014000	 3.814593	 0.319364	 4.37298e-02	4	  3.459312	  3.531789	  3.580204	  3.630542	  3.705618	  3.705618	  3.724396	  3.758874	  3.773302	  3.789775	Simbad	09 37 05.28778	+81 19 34.9711
  0	* eps Leo                        	G1II                	  3.778	  2.970	  2.127954	  1.937976	  1.511	  1.107	  1.223	       	      	  1.239000	 2.656748	 0.236472	 1.12515e-01	0	  2.454173	  2.499018	  2.526213	  2.552771	  2.595118	  2.595118	  2.605013	  2.626474	  2.632452	  2.642939	Simbad	09 45 51.07330	+23 46 27.3208
  0	* ups UMa                        	F2IV                	  4.071	  3.780	  3.475036	  3.397310	  3.265	  3.121	  3.153	       	      	  2.973000	 0.932137	 0.086202	 2.02852e-02	4	  0.869859	  0.882540	  0.891608	  0.900862	  0.913912	  0.913912	  0.916637	  0.923569	  0.925014	  0.927999	Simbad	09 50 59.35700	+59 02 19.4486
  0	* mu. Leo                        	K2IIIb_CN1_Ca1      	  5.102	  3.880	  2.975615	  2.466024	  1.974	  1.327	  1.364	       	      	  1.291000	 2.815246	 0.226756	 8.08852e-02	0	  2.559247	  2.611679	  2.646465	  2.682379	  2.736762	  2.736762	  2.750115	  2.775144	  2.785364	  2.797431	Simbad	09 52 45.81654	+26 00 25.0319
  0	*  21 LMi                        	A7V(n)              	  4.680	  4.490	  3.540873	  4.344241	  4.269	  4.046	  4.004	  4.010	 3.777	  4.037000	 0.572580	 0.048880	 5.82938e-02	4	  0.538724	  0.543622	  0.550028	  0.554729	  0.560072	  0.563027	  0.564256	  0.567764	  0.568777	  0.570287	Simbad	10 07 25.76296	+35 14 40.8965
  0	* zet Leo                        	F0IIIa              	  3.737	  3.430	  2.963450	  2.955840	  2.700	  2.628	  2.631	       	      	  2.649000	 1.192425	 0.112717	 4.74437e-02	0	  1.115590	  1.130409	  1.141800	  1.153848	  1.170184	  1.170184	  1.173284	  1.181922	  1.183673	  1.187332	Simbad	10 16 41.41597	+23 25 02.3221
  0	* lam UMa                        	A1IV                	  3.479	  3.450	  3.375995	  3.479090	  3.437	  3.459	  3.418	       	 3.032	  3.387000	 0.672766	 0.074737	 5.68218e-03	0	  0.639307	  0.644094	  0.650928	  0.656059	  0.661121	  0.663965	  0.665225	  0.668702	  0.669685	  0.670713	Simbad	10 17 05.78287	+42 54 51.6808
  0	* mu. UMa                        	M0III               	  4.663	  3.060	  1.695603	  0.731928	 -0.108	 -0.906	 -1.009	       	      	 -0.684000	 9.949586	 0.658361	 5.93758e-02	4	  9.327048	  9.385674	  9.442878	  9.553807	  9.731373	  9.731373	  9.780447	  9.840843	  9.858190	  9.888730	Simbad	10 22 19.73976	+41 29 58.2691
  0	HD89822                          	A0sp...             	  4.888	  4.940	  4.950000	  5.010000	  4.962	  5.003	  4.998	  5.008	 4.843	  5.085000	 0.318553	 0.009225	 4.71702e-01	4	  0.303105	  0.305343	  0.308434	  0.310800	  0.313126	  0.314441	  0.315057	  0.316657	  0.317125	  0.317620	Simbad	10 24 07.84610	+65 33 59.1240
  0	*  30 LMi                        	F0VmF3/4            	  4.980	  4.720	  3.958744	  4.519705	  4.548	  4.257	  3.967	  3.871	 3.634	  4.040000	 0.556423	 0.065734	 2.35263e-01	0	  0.520569	  0.527484	  0.532799	  0.538421	  0.546044	  0.546044	  0.547491	  0.551521	  0.552339	  0.554046	Simbad	10 25 54.81535	+33 47 46.0309
  0	HD90839                          	F8V                 	  5.361	  4.820	  4.360000	  4.080000	  4.033	  3.758	  3.644	  3.562	 3.276	  3.577000	 0.756695	 0.057381	 4.01456e-02	0	  0.701566	  0.713802	  0.721283	  0.728692	  0.740082	  0.740082	  0.742766	  0.748694	  0.750102	  0.753003	Simbad	10 30 37.58010	+55 58 49.9320
  0	HR  4132                         	A7IV                	  4.942	  4.720	  3.755467	  4.397084	  4.122	  4.059	  4.197	  4.121	 3.875	  4.210000	 0.576355	 0.046320	 2.37528e-01	4	  0.542276	  0.547206	  0.553654	  0.558387	  0.563764	  0.566739	  0.567976	  0.571507	  0.572527	  0.574047	Simbad	10 33 13.88880	+40 25 32.0172
  0	HR  4126                         	K0III               	  5.817	  4.860	  3.994943	  3.813500	  3.564	  3.088	  2.817	       	      	  3.025984	 1.234272	 0.104106	 1.27739e-01	0	  1.128387	  1.150520	  1.164835	  1.179175	  1.201781	  1.201781	  1.207170	  1.217797	  1.221770	  1.226913	Simbad	10 35 05.48013	+75 42 46.6094
  0	*  37 LMi                        	G0II                	  5.503	  4.680	  4.099550	  3.668747	  3.292	  2.926	  2.826	       	      	  2.829000	 1.186980	 0.100415	 5.67681e-03	0	  1.096719	  1.116775	  1.128859	  1.140794	  1.159520	  1.159520	  1.163955	  1.173586	  1.176181	  1.180837	Simbad	10 38 43.21269	+31 58 34.4607
  0	* ome UMa                        	A1VsSi:             	  4.621	  4.660	  4.570376	  4.704844	  4.626	  4.688	  4.694	  4.673	 4.448	  4.776000	 0.380104	 0.011077	 9.48261e-01	4	  0.361200	  0.363905	  0.367766	  0.370665	  0.373525	  0.375132	  0.375844	  0.377808	  0.378363	  0.378944	Simbad	10 53 58.74035	+43 11 23.8483
  0	* bet UMa                        	A1IVps              	  2.373	  2.340	  2.283140	  2.362048	  2.269	  2.359	  2.285	       	      	  2.461000	 1.135749	 0.095415	 4.21619e-02	0	  1.079264	  1.087346	  1.098883	  1.107545	  1.116091	  1.120892	  1.123019	  1.128889	  1.130548	  1.132284	Simbad	11 01 50.47654	+56 22 56.7339
  0	* b Leo                          	kA1VmA3V            	  4.473	  4.420	  4.354600	  4.421364	  4.315	  4.324	  4.315	  4.416	 4.009	  4.326000	 0.452717	 0.035789	 2.83234e-02	0	  0.430202	  0.433423	  0.438022	  0.441475	  0.444881	  0.446795	  0.447643	  0.449983	  0.450644	  0.451336	Simbad	11 02 19.77577	+20 10 47.4265
  0	* psi UMa                        	K1III               	  4.144	  3.000	  2.086670	  1.581509	  1.030	  0.376	  0.429	       	      	  0.647691	 4.323068	 0.293861	 1.45689e-01	0	  3.927836	  4.008718	  4.062364	  4.118057	  4.201959	  4.201959	  4.222617	  4.261128	  4.276987	  4.295562	Simbad	11 09 39.80868	+44 29 54.5520
  0	* del Leo                        	A5IV(n)             	  2.688	  2.560	  2.414991	  2.414610	  2.238	  2.191	  2.144	       	      	  2.340000	 1.341799	 0.118200	 8.06868e-03	0	  1.263380	  1.273789	  1.289644	  1.301374	  1.313607	  1.320454	  1.323467	  1.331697	  1.334202	  1.336845	Simbad	11 14 06.50142	+20 31 25.3853
  0	*  72 Leo                        	M3IIb               	  6.217	  4.560	  3.081444	  1.776866	  1.006	  0.155	 -0.074	       	      	 -0.042000	 6.582709	 0.501915	 1.24971e-01	0	  6.097237	  6.190948	  6.228703	  6.273324	  6.338883	  6.338883	  6.484597	  6.531548	  6.530066	  6.548521	Simbad	11 15 12.22709	+23 05 43.8373
  0	* nu. UMa                        	K3III_Ba0.3         	  4.890	  3.490	  2.399978	  1.715366	  1.073	  0.183	  0.282	       	      	  0.302000	 4.948613	 0.324149	 3.92503e-01	0	  4.487713	  4.581736	  4.644544	  4.709846	  4.807241	  4.807241	  4.831602	  4.876329	  4.895047	  4.916417	Simbad	11 18 28.73664	+33 05 39.5107
  0	HD98353                          	A2V                 	  4.873	  4.760	  4.680000	  4.650000	  4.655	  4.518	  4.460	  4.435	 4.164	  4.508000	 0.424185	 0.034037	 2.46811e-02	6	  0.401845	  0.404983	  0.409705	  0.413168	  0.416504	  0.418390	  0.419186	  0.421462	  0.422123	  0.422791	Simbad	11 19 07.89960	+38 11 08.0280
  0	*  56 UMa                        	G7IIIBa0.3          	  5.988	  4.990	  4.256876	  3.841896	  3.454	  3.023	  2.777	       	      	  2.761000	 1.257869	 0.111751	 5.80732e-02	4	  1.152523	  1.174944	  1.189053	  1.203141	  1.225646	  1.225646	  1.230920	  1.241583	  1.245405	  1.250583	Simbad	11 22 49.58373	+43 28 57.7267
  0	* lam Dra                        	M0III-IIIa_Ca1      	  5.433	  3.820	  2.550438	  1.582555	  0.895	 -0.049	 -0.114	       	      	 -0.418000	 6.427389	 0.465403	 2.35947e-01	0	  6.025233	  6.063104	  6.100058	  6.171718	  6.286425	  6.286425	  6.318126	  6.357142	  6.368348	  6.388077	Simbad	11 31 24.22075	+69 19 51.8696
  0	* chi UMa                        	K0.5IIIb:           	  4.871	  3.690	  2.784556	  2.217627	  1.679	  1.025	  0.988	       	      	  0.988000	 3.260302	 0.287412	 2.85215e-02	0	  2.971349	  3.030738	  3.070095	  3.110004	  3.171624	  3.171624	  3.186512	  3.215098	  3.226371	  3.240171	Simbad	11 46 03.01407	+47 46 45.8626
  0	HD102509                         	A7V+...             	  5.047	  4.500	  4.000000	  3.640000	  3.258	  2.935	  2.824	  2.750	 2.692	  2.751000	 1.070570	 0.119190	 1.28215e-02	6	  1.007269	  1.016427	  1.028405	  1.037195	  1.047183	  1.052710	  1.055007	  1.061565	  1.063461	  1.066284	Simbad	11 47 59.13590	+20 13 08.1500
  0	* gam UMa                        	A0Ve+K2V            	  2.454	  2.410	  2.370846	  2.428038	  2.381	  2.487	  2.429	       	      	  2.471000	 1.035628	 0.101957	 3.50639e-02	0	  0.985406	  0.992681	  1.002730	  1.010424	  1.017985	  1.022259	  1.024263	  1.029463	  1.030986	  1.032596	Simbad	11 53 49.84732	+53 41 41.1350
  0	* del UMa                        	A2Vn                	  3.397	  3.320	  2.732187	  3.359959	  3.316	  3.306	  3.104	       	      	  3.158000	 0.761476	 0.086502	 3.29890e-02	0	  0.721372	  0.727007	  0.735482	  0.741699	  0.747687	  0.751074	  0.752503	  0.756588	  0.757776	  0.758974	Simbad	12 15 25.56063	+57 01 57.4156
  0	*   7 Com                        	G8III-IIIb          	  5.887	  4.930	  4.177221	  3.775739	  3.380	  2.911	  2.697	       	      	  2.678000	 1.328925	 0.123113	 3.58827e-02	0	  1.217801	  1.241479	  1.256357	  1.271201	  1.294917	  1.294917	  1.300483	  1.311752	  1.315775	  1.321242	Simbad	12 16 20.53831	+23 56 43.4700
  0	HD 106760                        	K1III               	  6.130	  4.990	  4.066564	  3.468683	  2.827	  2.304	  2.106	       	      	  2.343000	 1.926676	 0.153960	 1.43562e-02	6	  1.750532	  1.786579	  1.810488	  1.835308	  1.872701	  1.872701	  1.881908	  1.899071	  1.906139	  1.914418	Simbad	12 16 30.13749	+33 03 41.5000
  0	*  12 Com                        	F6III+A3V           	  5.295	  4.780	  4.021818	  4.053916	  3.781	  3.401	  3.236	       	 2.788	  3.154000	 0.904582	 0.077761	 1.22955e-01	4	  0.840753	  0.854675	  0.863464	  0.872283	  0.885494	  0.885494	  0.888566	  0.895470	  0.897030	  0.900358	Simbad	12 22 30.31177	+25 50 46.1855
  0	*   5 CVn                        	G6III               	  5.637	  4.760	  3.900944	  3.749121	  3.476	  3.037	  2.815	       	      	  2.767000	 1.198314	 0.124088	 5.63600e-02	0	  1.101353	  1.122336	  1.135297	  1.148083	  1.168711	  1.168711	  1.173468	  1.183389	  1.186790	  1.191645	Simbad	12 24 01.49420	+51 33 44.1255
  0	*  14 Com                        	F0p                 	  5.197	  4.920	  4.585039	  4.598355	  4.409	  4.235	  4.149	  4.035	 3.748	  4.131000	 0.562642	 0.046087	 1.29210e-02	0	  0.526387	  0.533380	  0.538754	  0.544439	  0.552147	  0.552147	  0.553610	  0.557686	  0.558512	  0.560238	Simbad	12 26 24.06444	+27 16 05.6554
  0	* gam Com                        	K1III               	  5.478	  4.350	  3.407630	  3.058443	  2.620	  2.048	  1.810	       	      	  1.929000	 2.082708	 0.175661	 6.90131e-02	0	  1.892298	  1.931265	  1.957110	  1.983941	  2.024362	  2.024362	  2.034314	  2.052868	  2.060508	  2.069457	Simbad	12 26 56.27207	+28 16 06.3211
  0	*  16 Com                        	A4V                 	  5.068	  4.980	  4.782736	  4.932642	  4.796	  4.727	  4.649	  4.628	 4.367	  4.662000	 0.407039	 0.027601	 1.14183e-03	0	  0.383861	  0.386986	  0.391768	  0.395277	  0.398851	  0.400850	  0.401711	  0.404108	  0.404828	  0.405578	Simbad	12 26 59.29709	+26 49 32.5201
  0	* kap Dra                        	B6IIIe              	  3.734	  3.850	  3.816703	  3.913335	  3.823	  3.908	  3.820	  3.726	 3.126	  2.605000	 0.467010	 0.042324	 1.13866e-02	0	  0.450277	  0.452713	  0.455803	  0.458253	  0.460797	  0.462244	  0.463002	  0.464839	  0.465360	  0.465811	Simbad	12 33 28.94325	+69 47 17.6490
  0	* bet CVn                        	G0V                 	  4.828	  4.240	  3.637310	  3.471780	  3.213	  2.905	  2.848	       	      	  2.733000	 1.148369	 0.119079	 2.34427e-03	4	  1.061044	  1.080448	  1.092139	  1.103686	  1.121803	  1.121803	  1.126093	  1.135411	  1.137921	  1.142426	Simbad	12 33 44.54482	+41 21 26.9248
  0	*   6 Dra                        	K3III               	  6.262	  4.950	  3.801777	  3.247622	  2.575	  1.730	  1.661	       	      	  1.634000	 2.508064	 0.190959	 1.20321e-01	0	  2.274470	  2.322123	  2.353955	  2.387052	  2.436414	  2.436414	  2.448760	  2.471429	  2.480916	  2.491746	Simbad	12 34 44.01332	+70 01 18.3660
  0	*  31 Com                        	G0IIIp              	  5.611	  4.930	  4.400092	  4.026769	  3.629	  3.367	  3.260	       	 3.022	  3.318000	 0.967787	 0.094788	 3.89092e-03	0	  0.894194	  0.910547	  0.920400	  0.930131	  0.945399	  0.945399	  0.949014	  0.956867	  0.958983	  0.962779	Simbad	12 51 41.92207	+27 32 26.5754
  0	* eps UMa                        	A1III-IVpkB9        	  1.738	  1.760	  1.610634	  1.824197	  1.713	  1.698	  1.625	       	      	  1.972000	 1.525562	 0.138638	 7.30647e-04	2	  1.449691	  1.460546	  1.476043	  1.487679	  1.499157	  1.505606	  1.508463	  1.516348	  1.518576	  1.520908	Simbad	12 54 01.74959	+55 57 35.3627
  0	HD112413                         	A0VpSiEu            	  2.775	  2.890	  3.020000	  3.080000	  3.056	  3.131	  3.145	  3.182	 3.188	  3.402000	 0.741885	 0.066979	 3.09570e-02	0	  0.705908	  0.711119	  0.718318	  0.723830	  0.729246	  0.732308	  0.733743	  0.737469	  0.738560	  0.739713	Simbad	12 56 01.66620	+38 19 06.1540
  0	*  41 Com                        	K5III-IV            	  6.282	  4.800	  3.717975	  2.916030	  2.372	  1.631	  1.493	       	      	  1.295000	 2.758917	 0.252098	 1.49320e-02	0	  2.489420	  2.544511	  2.580042	  2.619376	  2.675845	  2.675845	  2.690676	  2.717238	  2.728105	  2.739823	Simbad	13 07 10.73003	+27 37 29.0585
  0	* bet Com                        	F9.5V               	  4.802	  4.230	  3.770197	  3.475527	  3.232	  2.992	  2.923	       	      	  2.858000	 1.103609	 0.101775	 7.28402e-04	0	  1.020615	  1.039083	  1.050226	  1.061205	  1.078411	  1.078411	  1.082463	  1.091350	  1.093666	  1.097954	Simbad	13 11 52.39379	+27 52 41.4535
  0	HR  4997                         	G8II-III            	  6.001	  4.940	  4.129289	  3.621343	  3.115	  2.759	  2.658	       	      	  2.920953	 1.443456	 0.137408	 5.36582e-02	0	  1.322755	  1.348473	  1.364634	  1.380758	  1.406518	  1.406518	  1.412563	  1.424803	  1.429173	  1.435111	Simbad	13 13 42.94245	+40 09 10.3802
  0	*  20 CVn                        	F3III               	  5.026	  4.720	  4.274335	  4.321635	  4.059	  4.018	  4.013	  3.992	 3.646	  4.007000	 0.638890	 0.068002	 3.92558e-02	4	  0.595742	  0.604656	  0.610871	  0.617199	  0.626207	  0.626207	  0.628124	  0.632905	  0.633934	  0.636036	Simbad	13 17 32.54093	+40 34 21.3875
  0	* g UMa                          	A5V+M3-4V           	  4.159	  3.990	  3.761650	  3.641414	  3.291	  3.295	  3.145	  3.593	 3.254	  3.598000	 0.859983	 0.071992	 4.90245e-02	0	  0.809723	  0.816394	  0.826556	  0.834074	  0.841915	  0.846303	  0.848234	  0.853508	  0.855114	  0.856808	Simbad	13 25 13.53783	+54 59 16.6548
  0	*  24 CVn                        	A4V                 	  4.812	  4.680	  4.379312	  4.614217	  4.525	  4.461	  4.273	  4.294	 4.076	  4.314000	 0.469280	 0.041972	 4.50296e-02	0	  0.442557	  0.446160	  0.451674	  0.455718	  0.459839	  0.462144	  0.463137	  0.465900	  0.466730	  0.467595	Simbad	13 34 27.25928	+49 00 57.5065
  0	V* BH CVn                        	A6m                 	  5.314	  4.910	  4.495813	  4.198072	  3.848	  3.652	  3.612	  3.449	 3.177	  3.416000	 0.741543	 0.079787	 1.37498e-02	4	  0.696256	  0.702273	  0.711007	  0.717575	  0.724687	  0.728703	  0.730580	  0.735413	  0.736772	  0.738636	Simbad	13 34 47.80827	+37 10 56.6979
  0	*  83 UMa                        	M2III               	  6.260	  4.630	  3.239204	  2.141670	  1.361	  0.501	  0.336	       	      	  0.244000	 5.362156	 0.459365	 8.95385e-02	0	  4.963275	  5.038410	  5.071630	  5.109328	  5.171842	  5.171842	  5.271209	  5.319251	  5.318799	  5.333921	Simbad	13 40 44.27335	+54 40 53.8891
  0	* eta UMa                        	B3V                 	  1.751	  1.850	  1.825475	  2.122597	  2.228	  2.408	  2.265	       	      	  2.542000	 0.772365	 0.091078	 4.42210e-02	0	  0.748321	  0.751861	  0.756164	  0.759499	  0.763291	  0.765260	  0.766464	  0.769158	  0.769820	  0.770352	Simbad	13 47 32.43776	+49 18 47.7602
  0	* e Boo                          	K4III               	  6.352	  4.920	  3.871837	  3.157446	  2.547	  1.831	  1.706	       	      	  1.617000	 2.470165	 0.202145	 1.30109e-02	4	  2.233647	  2.282292	  2.314127	  2.347972	  2.397532	  2.397532	  2.410233	  2.433062	  2.442767	  2.453461	Simbad	13 49 42.83457	+21 15 50.7788
  0	* i Dra                          	M3III               	  6.152	  4.580	  3.012087	  1.677801	  0.856	 -0.054	 -0.240	       	      	 -0.200000	 7.285494	 0.569258	 1.35453e-01	0	  6.748192	  6.851909	  6.893694	  6.943079	  7.015637	  7.015637	  7.176908	  7.228871	  7.227232	  7.247657	Simbad	13 51 25.93938	+64 43 23.7727
  0	V* AW CVn                        	K5III               	  6.371	  4.760	  3.417824	  2.273029	  1.045	  0.126	 -0.009	       	      	 -0.014000	 6.234756	 0.490611	 4.57386e-02	0	  5.625733	  5.750232	  5.830525	  5.919416	  6.047026	  6.047026	  6.080544	  6.140570	  6.165127	  6.191608	Simbad	13 51 47.47534	+34 26 39.2613
  0	* alf Dra                        	A0III               	  3.621	  3.670	  3.311117	  3.682408	  3.434	  3.633	  3.639	  3.720	 3.298	  3.763000	 0.619775	 0.064148	 1.66480e-01	4	  0.589719	  0.594073	  0.600087	  0.604691	  0.609216	  0.611774	  0.612973	  0.616085	  0.616997	  0.617960	Simbad	14 04 23.34995	+64 22 33.0619
  0	*   4 UMi                        	K3III               	  6.168	  4.800	  3.686382	  3.032583	  2.365	  1.588	  1.480	       	      	  1.570000	 2.727602	 0.223175	 4.01524e-02	6	  2.473560	  2.525385	  2.560003	  2.595997	  2.649680	  2.649680	  2.663107	  2.687760	  2.698077	  2.709856	Simbad	14 08 50.92654	+77 32 51.0466
  0	HD123999                         	F8V                 	  5.361	  4.820	  4.390000	  4.100000	  3.921	  3.656	  3.649	  3.515	 3.205	  3.536000	 0.785522	 0.072467	 7.89657e-03	4	  0.728292	  0.740994	  0.748761	  0.756452	  0.768276	  0.768276	  0.771063	  0.777216	  0.778677	  0.781689	Simbad	14 10 23.93340	+25 05 30.0390
